Mês/Ano;Estado;Qtd
abr/11;PI;8
mai/11;PI;10
jun/11;PI;11
jul/11;PI;14
ago/11;PI;21
set/11;PI;23
out/11;PI;21
nov/11;PI;20
dez/11;PI;10
jan/12;PI;21
fev/12;PI;14
mar/12;PI;26
abr/12;PI;16
mai/12;PI;15
jun/12;PI;14
jul/12;PI;24
ago/12;PI;26
set/12;PI;23
out/12;PI;39
nov/12;PI;33
dez/12;PI;30
jan/13;PI;39
fev/13;PI;25
mar/13;PI;27
abr/13;PI;18
mai/13;PI;30
jun/13;PI;42
jul/13;PI;36
ago/13;PI;54
set/13;PI;44
out/13;PI;49
nov/13;PI;47
dez/13;PI;35
jan/14;PI;39
fev/14;PI;33
mar/14;PI;49
abr/14;PI;45
mai/14;PI;42
jun/14;PI;35
jul/14;PI;42
ago/14;PI;41
set/14;PI;67
out/14;PI;42
nov/14;PI;50
dez/14;PI;48
jan/15;PI;35
fev/15;PI;39
mar/15;PI;57
abr/15;PI;38
mai/15;PI;63
jun/15;PI;54
jul/15;PI;53
ago/15;PI;67
set/15;PI;57
out/15;PI;56
nov/15;PI;41
dez/15;PI;56
jan/16;PI;43
fev/16;PI;39
mar/16;PI;60
abr/16;PI;62
mai/16;PI;62
jun/16;PI;81
jul/16;PI;77
ago/16;PI;68
set/16;PI;83
out/16;PI;78
nov/16;PI;68
dez/16;PI;75
jan/17;PI;84
fev/17;PI;50
mar/17;PI;66
abr/17;PI;59
mai/17;PI;64
jun/17;PI;62
jul/17;PI;79
ago/17;PI;95
set/17;PI;89
out/17;PI;113
nov/17;PI;88
dez/17;PI;62
jan/18;PI;87
fev/18;PI;56
mar/18;PI;64
abr/18;PI;85
mai/18;PI;122
jun/18;PI;90
jul/18;PI;72
ago/18;PI;91
set/18;PI;110
out/18;PI;111
nov/18;PI;108
dez/18;PI;98
jan/19;PI;112
fev/19;PI;75
mar/19;PI;90
abr/19;PI;101
mai/19;PI;121
jun/19;PI;118
jul/19;PI;116
ago/19;PI;102
set/19;PI;99
out/19;PI;69
nov/19;PI;59
dez/19;PI;55
jan/20;PI;32
fev/20;PI;44
mar/20;PI;37
abr/20;PI;16
mai/20;PI;3
jun/20;PI;1
jul/20;PI;0
ago/20;PI;0
set/20;PI;0
out/20;PI;1
nov/20;PI;0
dez/20;PI;3
jan/07;CE;9
fev/07;CE;13
mar/07;CE;16
abr/07;CE;16
mai/07;CE;8
jun/07;CE;9
jul/07;CE;12
ago/07;CE;21
set/07;CE;18
out/07;CE;18
nov/07;CE;18
dez/07;CE;21
jan/08;CE;43
fev/08;CE;7
mar/08;CE;15
abr/08;CE;18
mai/08;CE;12
jun/08;CE;20
jul/08;CE;11
ago/08;CE;23
set/08;CE;25
out/08;CE;13
nov/08;CE;16
dez/08;CE;19
jan/09;CE;26
fev/09;CE;23
mar/09;CE;30
abr/09;CE;23
mai/09;CE;24
jun/09;CE;52
jul/09;CE;39
ago/09;CE;31
set/09;CE;25
out/09;CE;23
nov/09;CE;25
dez/09;CE;43
jan/10;CE;35
fev/10;CE;37
mar/10;CE;47
abr/10;CE;40
mai/10;CE;62
jun/10;CE;62
jul/10;CE;49
ago/10;CE;56
set/10;CE;55
out/10;CE;65
nov/10;CE;69
dez/10;CE;64
jan/11;CE;35
fev/11;CE;38
mar/11;CE;70
abr/11;CE;63
mai/11;CE;75
jun/11;CE;62
jul/11;CE;57
ago/11;CE;58
set/11;CE;46
out/11;CE;64
nov/11;CE;59
dez/11;CE;40
jan/12;CE;44
fev/12;CE;45
mar/12;CE;60
abr/12;CE;68
mai/12;CE;60
jun/12;CE;47
jul/12;CE;49
ago/12;CE;57
set/12;CE;51
out/12;CE;54
nov/12;CE;57
dez/12;CE;54
jan/13;CE;58
fev/13;CE;59
mar/13;CE;60
abr/13;CE;60
mai/13;CE;40
jun/13;CE;57
jul/13;CE;48
ago/13;CE;64
set/13;CE;62
out/13;CE;62
nov/13;CE;66
dez/13;CE;59
jan/14;CE;68
fev/14;CE;41
mar/14;CE;55
abr/14;CE;52
mai/14;CE;69
jun/14;CE;62
jul/14;CE;48
ago/14;CE;96
set/14;CE;78
out/14;CE;60
nov/14;CE;48
dez/14;CE;67
jan/15;CE;77
fev/15;CE;59
mar/15;CE;78
abr/15;CE;80
mai/15;CE;82
jun/15;CE;46
jul/15;CE;48
ago/15;CE;44
set/15;CE;75
out/15;CE;69
nov/15;CE;67
dez/15;CE;70
jan/16;CE;74
fev/16;CE;66
mar/16;CE;61
abr/16;CE;65
mai/16;CE;51
jun/16;CE;72
jul/16;CE;48
ago/16;CE;67
set/16;CE;60
out/16;CE;99
nov/16;CE;85
dez/16;CE;59
jan/17;CE;86
fev/17;CE;65
mar/17;CE;57
abr/17;CE;65
mai/17;CE;69
jun/17;CE;88
jul/17;CE;100
ago/17;CE;110
set/17;CE;123
out/17;CE;156
nov/17;CE;131
dez/17;CE;110
jan/18;CE;122
fev/18;CE;102
mar/18;CE;107
abr/18;CE;122
mai/18;CE;132
jun/18;CE;131
jul/18;CE;125
ago/18;CE;174
set/18;CE;195
out/18;CE;200
nov/18;CE;182
dez/18;CE;170
jan/19;CE;151
fev/19;CE;139
mar/19;CE;156
abr/19;CE;152
mai/19;CE;199
jun/19;CE;190
jul/19;CE;194
ago/19;CE;211
set/19;CE;217
out/19;CE;256
nov/19;CE;230
dez/19;CE;213
jan/20;CE;225
fev/20;CE;149
mar/20;CE;125
abr/20;CE;34
mai/20;CE;1
jun/20;CE;0
jul/20;CE;0
ago/20;CE;0
set/20;CE;0
out/20;CE;0
nov/20;CE;2
dez/20;CE;3
jan/07;RN;0
fev/07;RN;5
mar/07;RN;0
abr/07;RN;0
mai/07;RN;0
jun/07;RN;1
jul/07;RN;0
ago/07;RN;0
set/07;RN;1
out/07;RN;0
nov/07;RN;0
dez/07;RN;0
jan/08;RN;0
fev/08;RN;0
mar/08;RN;0
abr/08;RN;0
mai/08;RN;1
jun/08;RN;0
jul/08;RN;0
ago/08;RN;0
set/08;RN;0
out/08;RN;0
nov/08;RN;1
dez/08;RN;4
jan/09;RN;0
fev/09;RN;1
mar/09;RN;0
abr/09;RN;3
mai/09;RN;1
jun/09;RN;1
jul/09;RN;1
ago/09;RN;0
set/09;RN;1
out/09;RN;0
nov/09;RN;1
dez/09;RN;2
jan/10;RN;10
fev/10;RN;12
mar/10;RN;9
abr/10;RN;1
mai/10;RN;9
jun/10;RN;12
jul/10;RN;6
ago/10;RN;2
set/10;RN;14
out/10;RN;12
nov/10;RN;8
dez/10;RN;4
jan/11;RN;6
fev/11;RN;17
mar/11;RN;6
abr/11;RN;16
mai/11;RN;10
jun/11;RN;20
jul/11;RN;12
ago/11;RN;21
set/11;RN;21
out/11;RN;26
nov/11;RN;15
dez/11;RN;17
jan/12;RN;24
fev/12;RN;24
mar/12;RN;33
abr/12;RN;21
mai/12;RN;18
jun/12;RN;14
jul/12;RN;12
ago/12;RN;14
set/12;RN;11
out/12;RN;19
nov/12;RN;10
dez/12;RN;9
jan/13;RN;11
fev/13;RN;12
mar/13;RN;17
abr/13;RN;23
mai/13;RN;11
jun/13;RN;13
jul/13;RN;18
ago/13;RN;26
set/13;RN;24
out/13;RN;30
nov/13;RN;25
dez/13;RN;16
jan/14;RN;20
fev/14;RN;37
mar/14;RN;31
abr/14;RN;31
mai/14;RN;34
jun/14;RN;36
jul/14;RN;38
ago/14;RN;35
set/14;RN;25
out/14;RN;42
nov/14;RN;21
dez/14;RN;25
jan/15;RN;33
fev/15;RN;21
mar/15;RN;20
abr/15;RN;25
mai/15;RN;15
jun/15;RN;18
jul/15;RN;34
ago/15;RN;39
set/15;RN;38
out/15;RN;34
nov/15;RN;32
dez/15;RN;26
jan/16;RN;29
fev/16;RN;23
mar/16;RN;30
abr/16;RN;25
mai/16;RN;36
jun/16;RN;26
jul/16;RN;28
ago/16;RN;41
set/16;RN;26
out/16;RN;36
nov/16;RN;46
dez/16;RN;26
jan/17;RN;46
fev/17;RN;46
mar/17;RN;26
abr/17;RN;47
mai/17;RN;46
jun/17;RN;34
jul/17;RN;44
ago/17;RN;47
set/17;RN;57
out/17;RN;75
nov/17;RN;53
dez/17;RN;56
jan/18;RN;45
fev/18;RN;58
mar/18;RN;65
abr/18;RN;38
mai/18;RN;56
jun/18;RN;66
jul/18;RN;65
ago/18;RN;63
set/18;RN;66
out/18;RN;87
nov/18;RN;78
dez/18;RN;67
jan/19;RN;76
fev/19;RN;81
mar/19;RN;77
abr/19;RN;65
mai/19;RN;91
jun/19;RN;88
jul/19;RN;94
ago/19;RN;115
set/19;RN;115
out/19;RN;112
nov/19;RN;120
dez/19;RN;105
jan/20;RN;138
fev/20;RN;112
mar/20;RN;82
abr/20;RN;44
mai/20;RN;2
jun/20;RN;0
jul/20;RN;0
ago/20;RN;1
set/20;RN;1
out/20;RN;4
nov/20;RN;3
dez/20;RN;6
jan/07;PB;0
fev/07;PB;0
mar/07;PB;0
abr/07;PB;0
mai/07;PB;0
jun/07;PB;0
jul/07;PB;1
ago/07;PB;0
set/07;PB;1
out/07;PB;2
nov/07;PB;2
dez/07;PB;0
jan/08;PB;0
fev/08;PB;1
mar/08;PB;0
abr/08;PB;1
mai/08;PB;2
jun/08;PB;0
jul/08;PB;1
ago/08;PB;0
set/08;PB;0
out/08;PB;2
nov/08;PB;0
dez/08;PB;0
jan/09;PB;0
fev/09;PB;1
mar/09;PB;2
abr/09;PB;1
mai/09;PB;1
jun/09;PB;2
jul/09;PB;2
ago/09;PB;2
set/09;PB;0
out/09;PB;0
nov/09;PB;4
dez/09;PB;0
jan/10;PB;0
fev/10;PB;0
mar/10;PB;1
abr/10;PB;2
mai/10;PB;2
jun/10;PB;3
jul/10;PB;11
ago/10;PB;7
set/10;PB;12
out/10;PB;4
nov/10;PB;10
dez/10;PB;12
jan/11;PB;11
fev/11;PB;11
mar/11;PB;14
abr/11;PB;12
mai/11;PB;5
jun/11;PB;21
jul/11;PB;3
ago/11;PB;10
set/11;PB;3
out/11;PB;7
nov/11;PB;23
dez/11;PB;12
jan/12;PB;24
fev/12;PB;11
mar/12;PB;20
abr/12;PB;34
mai/12;PB;39
jun/12;PB;30
jul/12;PB;42
ago/12;PB;49
set/12;PB;55
out/12;PB;57
nov/12;PB;60
dez/12;PB;46
jan/13;PB;55
fev/13;PB;36
mar/13;PB;33
abr/13;PB;43
mai/13;PB;36
jun/13;PB;35
jul/13;PB;51
ago/13;PB;62
set/13;PB;70
out/13;PB;57
nov/13;PB;64
dez/13;PB;56
jan/14;PB;54
fev/14;PB;67
mar/14;PB;54
abr/14;PB;51
mai/14;PB;51
jun/14;PB;65
jul/14;PB;49
ago/14;PB;39
set/14;PB;40
out/14;PB;57
nov/14;PB;44
dez/14;PB;43
jan/15;PB;69
fev/15;PB;56
mar/15;PB;76
abr/15;PB;76
mai/15;PB;64
jun/15;PB;58
jul/15;PB;57
ago/15;PB;53
set/15;PB;78
out/15;PB;68
nov/15;PB;70
dez/15;PB;39
jan/16;PB;42
fev/16;PB;28
mar/16;PB;42
abr/16;PB;32
mai/16;PB;45
jun/16;PB;31
jul/16;PB;28
ago/16;PB;41
set/16;PB;40
out/16;PB;44
nov/16;PB;47
dez/16;PB;47
jan/17;PB;68
fev/17;PB;68
mar/17;PB;76
abr/17;PB;67
mai/17;PB;86
jun/17;PB;86
jul/17;PB;70
ago/17;PB;96
set/17;PB;72
out/17;PB;99
nov/17;PB;83
dez/17;PB;80
jan/18;PB;100
fev/18;PB;90
mar/18;PB;100
abr/18;PB;95
mai/18;PB;128
jun/18;PB;80
jul/18;PB;75
ago/18;PB;113
set/18;PB;96
out/18;PB;102
nov/18;PB;83
dez/18;PB;92
jan/19;PB;119
fev/19;PB;91
mar/19;PB;109
abr/19;PB;140
mai/19;PB;194
jun/19;PB;137
jul/19;PB;134
ago/19;PB;169
set/19;PB;185
out/19;PB;157
nov/19;PB;148
dez/19;PB;110
jan/20;PB;121
fev/20;PB;77
mar/20;PB;67
abr/20;PB;20
mai/20;PB;2
jun/20;PB;0
jul/20;PB;0
ago/20;PB;0
set/20;PB;0
out/20;PB;0
nov/20;PB;10
dez/20;PB;17
jan/07;PE;39
fev/07;PE;32
mar/07;PE;39
abr/07;PE;57
mai/07;PE;96
jun/07;PE;82
jul/07;PE;88
ago/07;PE;83
set/07;PE;77
out/07;PE;106
nov/07;PE;94
dez/07;PE;89
jan/08;PE;131
fev/08;PE;101
mar/08;PE;92
abr/08;PE;65
mai/08;PE;68
jun/08;PE;91
jul/08;PE;87
ago/08;PE;121
set/08;PE;108
out/08;PE;133
nov/08;PE;88
dez/08;PE;56
jan/09;PE;122
fev/09;PE;91
mar/09;PE;99
abr/09;PE;86
mai/09;PE;72
jun/09;PE;104
jul/09;PE;113
ago/09;PE;96
set/09;PE;137
out/09;PE;140
nov/09;PE;109
dez/09;PE;131
jan/10;PE;135
fev/10;PE;127
mar/10;PE;98
abr/10;PE;91
mai/10;PE;89
jun/10;PE;83
jul/10;PE;110
ago/10;PE;99
set/10;PE;125
out/10;PE;95
nov/10;PE;105
dez/10;PE;97
jan/11;PE;124
fev/11;PE;120
mar/11;PE;129
abr/11;PE;93
mai/11;PE;97
jun/11;PE;125
jul/11;PE;121
ago/11;PE;156
set/11;PE;151
out/11;PE;147
nov/11;PE;163
dez/11;PE;120
jan/12;PE;126
fev/12;PE;146
mar/12;PE;108
abr/12;PE;150
mai/12;PE;143
jun/12;PE;153
jul/12;PE;140
ago/12;PE;185
set/12;PE;152
out/12;PE;153
nov/12;PE;166
dez/12;PE;150
jan/13;PE;158
fev/13;PE;161
mar/13;PE;169
abr/13;PE;181
mai/13;PE;158
jun/13;PE;164
jul/13;PE;135
ago/13;PE;213
set/13;PE;245
out/13;PE;227
nov/13;PE;178
dez/13;PE;190
jan/14;PE;233
fev/14;PE;213
mar/14;PE;259
abr/14;PE;215
mai/14;PE;219
jun/14;PE;168
jul/14;PE;212
ago/14;PE;229
set/14;PE;258
out/14;PE;255
nov/14;PE;227
dez/14;PE;220
jan/15;PE;262
fev/15;PE;212
mar/15;PE;201
abr/15;PE;159
mai/15;PE;231
jun/15;PE;183
jul/15;PE;210
ago/15;PE;229
set/15;PE;272
out/15;PE;346
nov/15;PE;294
dez/15;PE;226
jan/16;PE;232
fev/16;PE;203
mar/16;PE;242
abr/16;PE;255
mai/16;PE;240
jun/16;PE;241
jul/16;PE;256
ago/16;PE;294
set/16;PE;287
out/16;PE;319
nov/16;PE;316
dez/16;PE;327
jan/17;PE;415
fev/17;PE;385
mar/17;PE;382
abr/17;PE;364
mai/17;PE;310
jun/17;PE;334
jul/17;PE;364
ago/17;PE;420
set/17;PE;366
out/17;PE;468
nov/17;PE;392
dez/17;PE;379
jan/18;PE;405
fev/18;PE;356
mar/18;PE;388
abr/18;PE;408
mai/18;PE;394
jun/18;PE;355
jul/18;PE;374
ago/18;PE;400
set/18;PE;423
out/18;PE;450
nov/18;PE;425
dez/18;PE;439
jan/19;PE;470
fev/19;PE;462
mar/19;PE;450
abr/19;PE;516
mai/19;PE;578
jun/19;PE;482
jul/19;PE;497
ago/19;PE;551
set/19;PE;612
out/19;PE;594
nov/19;PE;624
dez/19;PE;499
jan/20;PE;494
fev/20;PE;502
mar/20;PE;299
abr/20;PE;127
mai/20;PE;2
jun/20;PE;0
jul/20;PE;0
ago/20;PE;0
set/20;PE;0
out/20;PE;2
nov/20;PE;6
dez/20;PE;20
jan/07;AL;0
fev/07;AL;1
mar/07;AL;2
abr/07;AL;0
mai/07;AL;0
jun/07;AL;0
jul/07;AL;0
ago/07;AL;5
set/07;AL;17
out/07;AL;19
nov/07;AL;15
dez/07;AL;21
jan/08;AL;40
fev/08;AL;55
mar/08;AL;89
abr/08;AL;59
mai/08;AL;60
jun/08;AL;49
jul/08;AL;72
ago/08;AL;36
set/08;AL;26
out/08;AL;12
nov/08;AL;52
dez/08;AL;29
jan/09;AL;32
fev/09;AL;44
mar/09;AL;33
abr/09;AL;43
mai/09;AL;31
jun/09;AL;30
jul/09;AL;49
ago/09;AL;30
set/09;AL;31
out/09;AL;51
nov/09;AL;55
dez/09;AL;48
jan/10;AL;35
fev/10;AL;29
mar/10;AL;39
abr/10;AL;45
mai/10;AL;53
jun/10;AL;44
jul/10;AL;33
ago/10;AL;52
set/10;AL;63
out/10;AL;85
nov/10;AL;83
dez/10;AL;77
jan/11;AL;82
fev/11;AL;65
mar/11;AL;60
abr/11;AL;65
mai/11;AL;58
jun/11;AL;85
jul/11;AL;60
ago/11;AL;65
set/11;AL;65
out/11;AL;51
nov/11;AL;71
dez/11;AL;44
jan/12;AL;55
fev/12;AL;55
mar/12;AL;70
abr/12;AL;59
mai/12;AL;58
jun/12;AL;55
jul/12;AL;70
ago/12;AL;68
set/12;AL;94
out/12;AL;79
nov/12;AL;103
dez/12;AL;61
jan/13;AL;87
fev/13;AL;92
mar/13;AL;86
abr/13;AL;83
mai/13;AL;99
jun/13;AL;90
jul/13;AL;118
ago/13;AL;120
set/13;AL;139
out/13;AL;127
nov/13;AL;117
dez/13;AL;130
jan/14;AL;119
fev/14;AL;105
mar/14;AL;116
abr/14;AL;110
mai/14;AL;112
jun/14;AL;86
jul/14;AL;99
ago/14;AL;104
set/14;AL;136
out/14;AL;131
nov/14;AL;116
dez/14;AL;112
jan/15;AL;92
fev/15;AL;80
mar/15;AL;118
abr/15;AL;108
mai/15;AL;98
jun/15;AL;71
jul/15;AL;67
ago/15;AL;67
set/15;AL;94
out/15;AL;72
nov/15;AL;92
dez/15;AL;88
jan/16;AL;89
fev/16;AL;92
mar/16;AL;77
abr/16;AL;56
mai/16;AL;111
jun/16;AL;101
jul/16;AL;79
ago/16;AL;73
set/16;AL;93
out/16;AL;101
nov/16;AL;71
dez/16;AL;66
jan/17;AL;124
fev/17;AL;114
mar/17;AL;140
abr/17;AL;114
mai/17;AL;118
jun/17;AL;117
jul/17;AL;82
ago/17;AL;104
set/17;AL;118
out/17;AL;117
nov/17;AL;137
dez/17;AL;117
jan/18;AL;172
fev/18;AL;135
mar/18;AL;162
abr/18;AL;115
mai/18;AL;141
jun/18;AL;118
jul/18;AL;118
ago/18;AL;168
set/18;AL;166
out/18;AL;174
nov/18;AL;161
dez/18;AL;171
jan/19;AL;160
fev/19;AL;164
mar/19;AL;145
abr/19;AL;153
mai/19;AL;183
jun/19;AL;137
jul/19;AL;152
ago/19;AL;166
set/19;AL;159
out/19;AL;178
nov/19;AL;207
dez/19;AL;165
jan/20;AL;187
fev/20;AL;133
mar/20;AL;118
abr/20;AL;59
mai/20;AL;0
jun/20;AL;0
jul/20;AL;1
ago/20;AL;0
set/20;AL;1
out/20;AL;1
nov/20;AL;0
dez/20;AL;19
jan/07;SE;0
fev/07;SE;0
mar/07;SE;0
abr/07;SE;0
mai/07;SE;0
jun/07;SE;0
jul/07;SE;0
ago/07;SE;0
set/07;SE;0
out/07;SE;0
nov/07;SE;0
dez/07;SE;0
jan/08;SE;0
fev/08;SE;0
mar/08;SE;0
abr/08;SE;0
mai/08;SE;0
jun/08;SE;0
jul/08;SE;0
ago/08;SE;0
set/08;SE;0
out/08;SE;0
nov/08;SE;0
dez/08;SE;0
jan/09;SE;0
fev/09;SE;0
mar/09;SE;0
abr/09;SE;1
mai/09;SE;0
jun/09;SE;0
jul/09;SE;0
ago/09;SE;0
set/09;SE;1
out/09;SE;0
nov/09;SE;0
dez/09;SE;0
jan/10;SE;0
fev/10;SE;0
mar/10;SE;0
abr/10;SE;0
mai/10;SE;0
jun/10;SE;0
jul/10;SE;0
ago/10;SE;0
set/10;SE;0
out/10;SE;0
nov/10;SE;2
dez/10;SE;9
jan/11;SE;6
fev/11;SE;8
mar/11;SE;7
abr/11;SE;17
mai/11;SE;13
jun/11;SE;9
jul/11;SE;12
ago/11;SE;9
set/11;SE;10
out/11;SE;13
nov/11;SE;15
dez/11;SE;12
jan/12;SE;16
fev/12;SE;12
mar/12;SE;17
abr/12;SE;17
mai/12;SE;7
jun/12;SE;12
jul/12;SE;23
ago/12;SE;14
set/12;SE;12
out/12;SE;10
nov/12;SE;19
dez/12;SE;12
jan/13;SE;17
fev/13;SE;21
mar/13;SE;28
abr/13;SE;40
mai/13;SE;13
jun/13;SE;17
jul/13;SE;17
ago/13;SE;24
set/13;SE;19
out/13;SE;24
nov/13;SE;30
dez/13;SE;13
jan/14;SE;16
fev/14;SE;21
mar/14;SE;20
abr/14;SE;23
mai/14;SE;15
jun/14;SE;20
jul/14;SE;16
ago/14;SE;22
set/14;SE;17
out/14;SE;31
nov/14;SE;16
dez/14;SE;20
jan/15;SE;19
fev/15;SE;12
mar/15;SE;17
abr/15;SE;18
mai/15;SE;10
jun/15;SE;7
jul/15;SE;13
ago/15;SE;7
set/15;SE;14
out/15;SE;9
nov/15;SE;15
dez/15;SE;11
jan/16;SE;7
fev/16;SE;15
mar/16;SE;10
abr/16;SE;12
mai/16;SE;11
jun/16;SE;10
jul/16;SE;12
ago/16;SE;27
set/16;SE;21
out/16;SE;23
nov/16;SE;16
dez/16;SE;15
jan/17;SE;12
fev/17;SE;20
mar/17;SE;26
abr/17;SE;13
mai/17;SE;14
jun/17;SE;14
jul/17;SE;17
ago/17;SE;23
set/17;SE;27
out/17;SE;36
nov/17;SE;31
dez/17;SE;23
jan/18;SE;34
fev/18;SE;23
mar/18;SE;33
abr/18;SE;31
mai/18;SE;9
jun/18;SE;36
jul/18;SE;32
ago/18;SE;35
set/18;SE;30
out/18;SE;29
nov/18;SE;38
dez/18;SE;36
jan/19;SE;34
fev/19;SE;24
mar/19;SE;20
abr/19;SE;29
mai/19;SE;25
jun/19;SE;18
jul/19;SE;27
ago/19;SE;32
set/19;SE;41
out/19;SE;31
nov/19;SE;31
dez/19;SE;25
jan/20;SE;41
fev/20;SE;39
mar/20;SE;39
abr/20;SE;16
mai/20;SE;0
jun/20;SE;0
jul/20;SE;0
ago/20;SE;0
set/20;SE;0
out/20;SE;0
nov/20;SE;0
dez/20;SE;11
jan/07;BA;0
fev/07;BA;5
mar/07;BA;7
abr/07;BA;7
mai/07;BA;17
jun/07;BA;7
jul/07;BA;10
ago/07;BA;6
set/07;BA;10
out/07;BA;11
nov/07;BA;7
dez/07;BA;8
jan/08;BA;10
fev/08;BA;12
mar/08;BA;21
abr/08;BA;18
mai/08;BA;12
jun/08;BA;9
jul/08;BA;18
ago/08;BA;11
set/08;BA;17
out/08;BA;10
nov/08;BA;16
dez/08;BA;19
jan/09;BA;18
fev/09;BA;15
mar/09;BA;23
abr/09;BA;23
mai/09;BA;28
jun/09;BA;35
jul/09;BA;30
ago/09;BA;21
set/09;BA;20
out/09;BA;22
nov/09;BA;21
dez/09;BA;26
jan/10;BA;22
fev/10;BA;22
mar/10;BA;32
abr/10;BA;18
mai/10;BA;31
jun/10;BA;19
jul/10;BA;23
ago/10;BA;30
set/10;BA;37
out/10;BA;48
nov/10;BA;46
dez/10;BA;41
jan/11;BA;53
fev/11;BA;52
mar/11;BA;41
abr/11;BA;36
mai/11;BA;47
jun/11;BA;51
jul/11;BA;44
ago/11;BA;56
set/11;BA;77
out/11;BA;80
nov/11;BA;78
dez/11;BA;73
jan/12;BA;74
fev/12;BA;71
mar/12;BA;70
abr/12;BA;82
mai/12;BA;78
jun/12;BA;75
jul/12;BA;109
ago/12;BA;91
set/12;BA;85
out/12;BA;94
nov/12;BA;94
dez/12;BA;52
jan/13;BA;82
fev/13;BA;86
mar/13;BA;83
abr/13;BA;81
mai/13;BA;65
jun/13;BA;101
jul/13;BA;85
ago/13;BA;94
set/13;BA;109
out/13;BA;107
nov/13;BA;90
dez/13;BA;81
jan/14;BA;90
fev/14;BA;101
mar/14;BA;112
abr/14;BA;69
mai/14;BA;94
jun/14;BA;64
jul/14;BA;96
ago/14;BA;96
set/14;BA;91
out/14;BA;87
nov/14;BA;47
dez/14;BA;79
jan/15;BA;81
fev/15;BA;79
mar/15;BA;109
abr/15;BA;103
mai/15;BA;69
jun/15;BA;80
jul/15;BA;87
ago/15;BA;93
set/15;BA;115
out/15;BA;124
nov/15;BA;94
dez/15;BA;79
jan/16;BA;85
fev/16;BA;81
mar/16;BA;79
abr/16;BA;78
mai/16;BA;63
jun/16;BA;88
jul/16;BA;94
ago/16;BA;90
set/16;BA;82
out/16;BA;89
nov/16;BA;87
dez/16;BA;83
jan/17;BA;97
fev/17;BA;101
mar/17;BA;128
abr/17;BA;133
mai/17;BA;124
jun/17;BA;131
jul/17;BA;136
ago/17;BA;193
set/17;BA;152
out/17;BA;173
nov/17;BA;161
dez/17;BA;147
jan/18;BA;155
fev/18;BA;135
mar/18;BA;157
abr/18;BA;151
mai/18;BA;141
jun/18;BA;131
jul/18;BA;145
ago/18;BA;177
set/18;BA;179
out/18;BA;194
nov/18;BA;178
dez/18;BA;191
jan/19;BA;171
fev/19;BA;117
mar/19;BA;141
abr/19;BA;158
mai/19;BA;191
jun/19;BA;126
jul/19;BA;159
ago/19;BA;168
set/19;BA;223
out/19;BA;223
nov/19;BA;203
dez/19;BA;263
jan/20;BA;261
fev/20;BA;137
mar/20;BA;97
abr/20;BA;58
mai/20;BA;0
jun/20;BA;0
jul/20;BA;0
ago/20;BA;0
set/20;BA;0
out/20;BA;0
nov/20;BA;0
dez/20;BA;19
jan/07;MG;56
fev/07;MG;41
mar/07;MG;47
abr/07;MG;54
mai/07;MG;84
jun/07;MG;91
jul/07;MG;126
ago/07;MG;136
set/07;MG;158
out/07;MG;161
nov/07;MG;145
dez/07;MG;105
jan/08;MG;137
fev/08;MG;116
mar/08;MG;149
abr/08;MG;123
mai/08;MG;154
jun/08;MG;168
jul/08;MG;174
ago/08;MG;185
set/08;MG;181
out/08;MG;183
nov/08;MG;191
dez/08;MG;154
jan/09;MG;201
fev/09;MG;251
mar/09;MG;268
abr/09;MG;246
mai/09;MG;263
jun/09;MG;209
jul/09;MG;261
ago/09;MG;221
set/09;MG;275
out/09;MG;278
nov/09;MG;316
dez/09;MG;309
jan/10;MG;302
fev/10;MG;259
mar/10;MG;298
abr/10;MG;299
mai/10;MG;266
jun/10;MG;259
jul/10;MG;309
ago/10;MG;360
set/10;MG;369
out/10;MG;336
nov/10;MG;396
dez/10;MG;404
jan/11;MG;402
fev/11;MG;387
mar/11;MG;420
abr/11;MG;446
mai/11;MG;442
jun/11;MG;413
jul/11;MG;444
ago/11;MG;537
set/11;MG;509
out/11;MG;539
nov/11;MG;581
dez/11;MG;477
jan/12;MG;600
fev/12;MG;598
mar/12;MG;610
abr/12;MG;544
mai/12;MG;572
jun/12;MG;534
jul/12;MG;538
ago/12;MG;615
set/12;MG;611
out/12;MG;664
nov/12;MG;600
dez/12;MG;536
jan/13;MG;637
fev/13;MG;582
mar/13;MG;670
abr/13;MG;525
mai/13;MG;617
jun/13;MG;542
jul/13;MG;581
ago/13;MG;656
set/13;MG;696
out/13;MG;705
nov/13;MG;740
dez/13;MG;725
jan/14;MG;753
fev/14;MG;717
mar/14;MG;725
abr/14;MG;678
mai/14;MG;606
jun/14;MG;711
jul/14;MG;667
ago/14;MG;665
set/14;MG;745
out/14;MG;750
nov/14;MG;719
dez/14;MG;634
jan/15;MG;742
fev/15;MG;646
mar/15;MG;734
abr/15;MG;647
mai/15;MG;600
jun/15;MG;547
jul/15;MG;676
ago/15;MG;723
set/15;MG;789
out/15;MG;832
nov/15;MG;768
dez/15;MG;679
jan/16;MG;654
fev/16;MG;614
mar/16;MG;685
abr/16;MG;585
mai/16;MG;573
jun/16;MG;532
jul/16;MG;643
ago/16;MG;732
set/16;MG;744
out/16;MG;702
nov/16;MG;677
dez/16;MG;671
jan/17;MG;711
fev/17;MG;662
mar/17;MG;756
abr/17;MG;788
mai/17;MG;767
jun/17;MG;704
jul/17;MG;735
ago/17;MG;894
set/17;MG;911
